7.395999999999999241e-01,2.319385599999996828e-01,-7.395999999999999241e-01
7.482250000000000290e-01,2.181824100000024913e-01,-7.482250000000000290e-01
7.569000000000000172e-01,2.046657600000010291e-01,-7.569000000000000172e-01
7.656250000000000000e-01,1.914062500000000000e-01,-7.656250000000000000e-01
7.743999999999999773e-01,1.784217600000008730e-01,-7.743999999999999773e-01
7.832250000000000600e-01,1.657304100000001057e-01,-7.832250000000000600e-01
7.921000000000000263e-01,1.533505599999980262e-01,-7.921000000000000263e-01
8.010249999999999870e-01,1.413008099999988332e-01,-8.010249999999999870e-01
8.100000000000000533e-01,1.295999999999981611e-01,-8.100000000000000533e-01
8.190250000000000030e-01,1.182672099999972914e-01,-8.190250000000000030e-01
8.281000000000000583e-01,1.073217599999995997e-01,-8.281000000000000583e-01
8.372250000000001080e-01,9.678320999999989738e-02,-8.372250000000001080e-01
8.464000000000000412e-01,8.667136000000041918e-02,-8.464000000000000412e-01
8.556250000000000799e-01,7.700625000000016485e-02,-8.556250000000000799e-01
8.649000000000001132e-01,6.780816000000200461e-02,-8.649000000000001132e-01
8.742250000000001409e-01,5.909760999999846831e-02,-8.742250000000001409e-01
8.836000000000001631e-01,5.089536000000194349e-02,-8.836000000000001631e-01
8.930250000000000687e-01,4.322240999999849009e-02,-8.930250000000000687e-01
9.025000000000000799e-01,3.609999999999757847e-02,-9.025000000000000799e-01
9.120250000000000856e-01,2.954961000000011495e-02,-9.120250000000000856e-01
9.215999999999999748e-01,2.359296000000199456e-02,-9.215999999999999748e-01
9.312249999999999694e-01,1.825201000000120644e-02,-9.312249999999999694e-01
9.408999999999999586e-01,1.354895999999961020e-02,-9.408999999999999586e-01
9.506249999999999423e-01,9.506249999999383249e-03,-9.506249999999999423e-01
9.603999999999999204e-01,6.146559999999468005e-03,-9.603999999999999204e-01
9.702250000000000041e-01,3.492810000002677384e-03,-9.702250000000000041e-01
9.800999999999999712e-01,1.568159999997931209e-03,-9.800999999999999712e-01
9.900250000000000439e-01,3.960099999993360598e-04,-9.900250000000000439e-01
1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00
